Line #,File Name,variety,plant_stage,treatment,stage_treatment,Peak#,Ret. Time,Area,Height,Mark,ID#,Name,Area%,Subsample Volume (uL),IS Added (ng),IS Conc in Subsample (ng/uL),IS Peak Area,IS Injected (ng),Inj Volume Nominal (uL),Inj Volume Actual (uL),Analyte Mass Injected (ng),Analyte Mass in Subsample (ng),Total Extract Volume (uL),Total Mass of Analyte in Extract (ug),Mass of Tissue Extracted (g),Analyte Concentration in Tissue (ug/g)
6646,14 comp cannabinoids std mix  62.5ng 5uL run 2-13-26.lcd,,na,na,na,11,4.242,202035,39699, V ,17,CBN,11.246,na,na,na,na,na,5,,61.75968408,na,na,na,na,
6644,14 comp cannabinoids std mix  62.5ng 5uL run 2-13-26.lcd,,na,na,na,9,3.186,87019,23108, V ,14,CBNA?,4.844,na,na,na,na,na,5,,35.10421488,na,na,na,na,
6648,14 comp cannabinoids std mix  62.5ng 5uL run 2-13-26.lcd,,na,na,na,13,5.47,70047,10751, V ,19,delta-8-THC,3.899,na,na,na,na,na,5,,60.6577036,na,na,na,na,
6647,14 comp cannabinoids std mix  62.5ng 5uL run 2-13-26.lcd,,na,na,na,12,5.296,82698,12367, V ,18,delta-9-THC,4.603,na,na,na,na,na,5,,61.95187423,na,na,na,na,
6651,14 comp cannabinoids std mix  62.5ng 5uL run 2-13-26.lcd,,na,na,na,16,6.793,144660,17247,SV ,22,THCA-A,8.052,na,na,na,na,na,5,,64.85901295,na,na,na,na,
6645,14 comp cannabinoids std mix  62.5ng 5uL run 2-13-26.lcd,,na,na,na,10,3.933,156045,33433,   ,16,THCVA,8.686,na,na,na,na,na,5,,63.41112829,na,na,na,na,
6636,14 comp cannabinoids std mix  62.5ng 5uL run 2-13-26.lcd,,na,na,na,1,1.244,11669,2748,   ,,,0.649,na,na,na,na,na,5,,,na,na,na,na,
6637,14 comp cannabinoids std mix  62.5ng 5uL run 2-13-26.lcd,,na,na,na,2,1.374,1401,334, V ,,,0.078,na,na,na,na,na,5,,,na,na,na,na,
6649,14 comp cannabinoids std mix  62.5ng 5uL run 2-13-26.lcd,,na,na,na,14,6.308,1202,122, V ,,,0.067,na,na,na,na,na,5,,,na,na,na,na,
6686,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,13,6.566,23161,2791, V ,21,CBC,10.27,na,na,na,na,na,5,na,7.807489407,na,na,na,na,
6688,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,15,7.55,10447,1072,   ,23,CBCA,4.632,na,na,na,na,na,5,,7.609355019,na,na,na,na,
6680,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,7,2.963,11047,2954, V ,13,CBD,4.898,na,na,na,na,na,5,,7.869880696,na,na,na,na,
6677,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,4,2.501,19149,6543,   ,10,CBDA,8.491,na,na,na,na,na,5,,6.985467811,na,na,na,na,
6676,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,3,2.047,11984,4488, V ,9,CBDV,5.314,na,na,na,na,na,5,,7.581330806,na,na,na,na,
6675,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,2,1.842,20320,8882, V ,7,CBDVA,9.01,na,na,na,na,na,5,,7.577231631,na,na,na,na,
6679,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,6,2.79,10503,3137, V ,12,CBG,4.657,na,na,na,na,na,5,,7.106936455,na,na,na,na,
6678,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,5,2.612,19113,6087, V ,11,CBGA,8.475,na,na,na,na,na,5,,7.384392501,na,na,na,na,
6683,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,10,4.249,24538,4769, V ,17,CBN,10.881,na,na,na,na,na,5,,7.247588721,na,na,na,na,
6681,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,8,3.194,10197,2750,   ,14,CBNA?,4.522,na,na,na,na,na,5,,4.004776875,na,na,na,na,
6685,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,12,5.474,9012,1321, V ,19,delta-8-THC,3.996,na,na,na,na,na,5,,6.971662395,na,na,na,na,
6684,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,11,5.306,10574,1537, V ,18,delta-9-THC,4.689,na,na,na,na,na,5,,7.737766752,na,na,na,na,
6687,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,14,6.803,16369,1978, V ,22,THCA-A,7.258,na,na,na,na,na,5,,7.437322494,na,na,na,na,
6682,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,9,3.942,18573,3940,   ,16,THCVA,8.236,na,na,na,na,na,5,,7.349251073,na,na,na,na,
6674,14 comp cannabinoids std mix  7.815ng 5uL run 2-13-26.lcd,,na,na,na,1,1.251,10534,1896,   ,,,4.671,na,na,na,na,na,5,,,na,na,na,na,
6705,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,autoflower,na,na,na,2,1.425,1576,361, V ,3,1.366 CA unk,3.352,na,na,na,na,na,5,,0.573287547,na,na,na,,
6706,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,na,na,na,na,3,1.475,1243,246, V ,2,1.500 CA unk ,2.643,na,na,na,na,na,5,,0.451115239,na,na,na,100,
6704,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,1,1.241,9907,1282,   ,1,4-biphenylcarboxylic acid,21.068,na,na,na,na,na,5,,,na,na,na,na,
6718,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,15,6.58,2397,298,   ,21,CBC,5.097,na,na,na,na,na,5,na,0.808753488,na,na,na,na,
6720,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,17,7.547,1039,191, V ,23,CBCA,2.21,na,na,na,na,na,5,,0.789068681,na,na,na,na,
6712,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,9,2.957,1727,408, V ,13,CBD,3.672,na,na,na,na,na,5,,1.208141499,na,na,na,na,
6709,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,6,2.499,3712,865, V ,10,CBDA,7.895,na,na,na,na,na,5,,1.280231651,na,na,na,na,
6708,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,5,2.043,3136,752,   M,9,CBDV,6.67,na,na,na,na,na,5,,1.915939678,na,na,na,na,
6707,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,4,1.841,3076,1134,   M,7,CBDVA,6.541,na,na,na,na,na,5,,1.126211087,na,na,na,na,
6711,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,8,2.785,1960,482, V ,12,CBG,4.168,na,na,na,na,na,5,,1.268116953,na,na,na,na,
6710,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,7,2.611,3271,800, V ,11,CBGA,6.957,na,na,na,na,na,5,,1.221003235,na,na,na,na,
6715,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,12,4.244,3878,648, V ,17,CBN,8.247,na,na,na,na,na,5,,1.111481176,na,na,na,na,
6713,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,10,3.193,1664,357,   M,14,CBNA?,3.539,na,na,na,na,na,5,,0.638877713,na,na,na,na,
6717,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,14,5.471,1522,270,   M,19,delta-8-THC,3.237,na,na,na,na,na,5,,1.067695613,na,na,na,na,
6716,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,13,5.299,2745,286,   M,18,delta-9-THC,5.839,na,na,na,na,na,5,,1.978070343,na,na,na,na,
6719,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,16,6.809,1773,237, V ,22,THCA-A,3.771,na,na,na,na,na,5,,0.816566601,na,na,na,na,
6714,14 comp cannabinoids std mix 0.977ng 5uL run 2-13-26.lcd,,na,na,na,11,3.942,2396,530, V ,16,THCVA,5.094,na,na,na,na,na,5,,0.924124318,na,na,na,na,
6722,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,2,1.68,258,74,   ,5,1.768 CA unk,0.431,na,na,na,na,na,5,,0.092217303,na,na,na,na,
6736,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,16,6.566,5943,725,   ,21,CBC,9.932,na,na,na,na,na,5,na,2.004454156,na,na,na,na,
6738,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,18,7.568,3029,352, V ,23,CBCA,5.061,na,na,na,na,na,5,,2.256252791,na,na,na,na,
6730,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,10,2.958,2191,635,   ,13,CBD,3.662,na,na,na,na,na,5,,1.536316422,na,na,na,na,
6727,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,7,2.497,5385,1605, V ,10,CBDA,8.999,na,na,na,na,na,5,,1.881015,na,na,na,na,
6724,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,4,2.041,3170,1155,   ,9,CBDV,5.297,na,na,na,na,na,5,,1.937255056,na,na,na,na,
6723,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,3,1.837,4605,2073,   M,7,CBDVA,7.696,na,na,na,na,na,5,,1.692633617,na,na,na,na,
6729,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,9,2.785,2812,738,   M,12,CBG,4.699,na,na,na,na,na,5,,1.836978297,na,na,na,na,
6728,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,8,2.608,4448,1431, V ,11,CBGA,7.433,na,na,na,na,na,5,,1.670336578,na,na,na,na,
6733,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,13,4.242,6538,1191,   ,17,CBN,10.926,na,na,na,na,na,5,,1.889890615,na,na,na,na,
6731,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,11,3.189,2839,673, V ,14,CBNA?,4.744,na,na,na,na,na,5,,1.097311574,na,na,na,na,
6735,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,15,5.477,3241,399, V ,19,delta-8-THC,5.416,na,na,na,na,na,5,,2.370098403,na,na,na,na,
6734,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,14,5.286,2760,432,   ,18,delta-9-THC,4.612,na,na,na,na,na,5,,1.989003034,na,na,na,na,
6737,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,17,6.801,4951,559, V ,22,THCA-A,8.275,na,na,na,na,na,5,,2.265975967,na,na,na,na,
6732,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,12,3.94,5536,1004, V ,16,THCVA,9.251,na,na,na,na,na,5,,2.157675014,na,na,na,na,
6721,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,1,1.579,178,61,   ,,,0.297,na,na,na,na,na,5,,,na,na,na,na,
6725,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,5,2.183,257,89,   ,,,0.43,na,na,na,na,na,5,,,na,na,na,na,
6726,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,6,2.312,657,121,   ,,,1.098,na,na,na,na,na,5,,,na,na,na,na,
6739,14 comp cannabinoids std mix 1.953ng 5uL run 2-13-26.lcd,,na,na,na,19,11.498,1043,174, V ,,,1.742,na,na,na,na,na,5,,,na,na,na,na,
6600,4-biphenylcarboxylic acid 1000ng 5uL run 2-13-26.lcd,,na,na,na,1,1.244,973307,586658,S  ,1,4-biphenylcarboxylic acid,100,na,na,na,na,na,5,,,na,na,na,na,
6603,4-biphenylcarboxylic acid 125ng 5uL run 2-13-26.lcd,,na,na,na,1,1.239,138092,75994,S  ,1,4-biphenylcarboxylic acid,100,na,na,na,na,na,5,,,na,na,na,na,
6602,4-biphenylcarboxylic acid 250ng 5uL run 2-13-26.lcd,,na,na,na,1,1.243,253457,150862,S  ,1,4-biphenylcarboxylic acid,100,na,na,na,na,na,5,,,na,na,na,na,
6601,4-biphenylcarboxylic acid 500ng 5uL run 2-13-26.lcd,,na,na,na,1,1.244,497036,295789,S  ,1,4-biphenylcarboxylic acid,100,na,na,na,na,na,5,,,na,na,na,na,
3621,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,5,1.491,45666,22550,   ,2,1.500 CA unk ,0.898,1000,50000,50,278572,260.708,5,5.21416,17.16291391,3291.597096,15000,49.37395644,0.1,493.7395644
3624,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,8,1.736,8212,4197,   ,4,1.768 CA unk,0.162,1000,50000,50,278572,260.708,5,5.21416,3.035422126,582.1497855,15000,8.732246782,0.1,87.32246782
3626,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,10,1.917,9157,2947, V M,6,1.917 CA unk,0.18,1000,50000,50,278572,260.708,5,5.21416,3.388302844,649.8271715,15000,9.747407572,0.1,97.47407572
3628,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,12,2.117,11599,4234,   ,7,2.110 CA unk,0.228,1000,50000,50,278572,260.708,5,5.21416,4.301752579,825.013536,15000,12.37520304,0.1,123.7520304
3619,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,3,1.251,278572,148897, V ,1,4-biphenylcarboxylic acid,5.48,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3643,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,27,5.909,1020,137, V ,18,5.934 CA unk,0.02,1000,50000,50,278572,260.708,5,5.21416,0.471354558,90.39894396,15000,1.355984159,0.1,13.55984159
3646,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,30,6.473,4841,565, V ,19,CBC,0.095,1000,50000,50,278572,260.708,5,5.21416,1.632905713,313.1675502,15000,4.697513253,0.1,46.97513253
3648,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,32,7.6,119915,12145,   ,21,CBCA,2.359,1000,50000,50,278572,260.708,5,5.21416,83.5691339,16027.3436,15000,240.410154,0.1,2404.10154
3634,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,18,2.973,10838,2997, V ,11,CBD,0.213,1000,50000,50,278572,260.708,5,5.21416,7.719544024,1480.496192,15000,22.20744288,0.1,222.0744288
3631,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,15,2.505,3867888,1255320, V ,8,CBDA,76.085,1000,50000,50,278572,260.708,5,5.21416,1691.864185,324474.927,15000,4867.123905,0.1,48671.23905
3625,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,9,1.845,27979,12261,   ,5,CBDVA,0.55,1000,50000,50,278572,260.708,5,5.21416,10.46565612,2007.160524,15000,30.10740786,0.1,301.0740786
3633,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,17,2.797,22405,6153, V ,10,CBG,0.441,1000,50000,50,278572,260.708,5,5.21416,15.47031506,2966.98127,15000,44.50471905,0.1,445.0471905
3632,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,16,2.62,121035,35758, V ,9,CBGA,2.381,1000,50000,50,278572,260.708,5,5.21416,48.47610735,9297.011858,15000,139.4551779,0.1,1394.551779
3640,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,24,4.374,1551,281, V ,15,CBN?,0.031,1000,50000,50,278572,260.708,5,5.21416,0.437944191,83.9913219,15000,1.259869828,0.1,12.59869828
3635,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,19,3.468,2430,394,   ,13,probably not THCV,0.048,1000,50000,50,278572,260.708,5,5.21416,1.662457375,318.8351288,15000,4.782526932,0.1,47.82526932
3647,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,31,6.845,166483,18958,SV ,20,THCA-A,3.275,1000,50000,50,278572,260.708,5,5.21416,74.57951192,14303.26494,15000,214.5489741,0.1,2145.489741
3638,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,22,3.98,5781,1096, V ,14,THCVA,0.114,1000,50000,50,278572,260.708,5,5.21416,2.254384587,432.3581529,15000,6.485372294,0.1,64.85372294
3617,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,1,1.132,1090,996,   ,,,0.021,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3618,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,2,1.179,8841,4920,   ,,,0.174,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3620,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,4,1.383,13867,4556, V ,,,0.273,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3622,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,6,1.596,31642,14618,   M,,,0.622,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3623,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,7,1.668,2072,1090, V M,,,0.041,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3627,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,11,2.003,1332,540, V M,,,0.026,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3629,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,13,2.278,3223,1028,   ,,,0.063,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3630,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,14,2.371,4290,1481, V ,,,0.084,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3636,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,20,3.635,250956,57446, V ,,,4.937,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3637,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,21,3.753,6302,1549, V ,,,0.124,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3639,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,23,4.154,3265,453, V ,,,0.064,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3641,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,25,4.73,1328,219,   ,,,0.026,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3642,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,26,4.86,3882,625, V ,,,0.076,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3644,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,28,6.116,7103,856, V ,,,0.14,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3645,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,29,6.31,1427,253, V ,,,0.028,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3649,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,33,10.23,2508,334, V ,,,0.049,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3650,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,34,10.414,3287,440, V ,,,0.065,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3651,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,35,10.751,20086,1242, V ,,,0.395,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3652,AF-01 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,36,12.269,11746,669, V ,,,0.231,1000,50000,50,278572,260.708,5,5.21416,,0,15000,0,0.1,0
3657,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,5,1.494,48264,24374,   ,2,1.500 CA unk ,0.855,1000,50000,50,273695,255.831,5,5.11662,18.14907346,3547.082538,15000,53.20623808,0.1,532.0623808
3660,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,8,1.739,8136,4250,   ,4,1.768 CA unk,0.144,1000,50000,50,273695,255.831,5,5.11662,3.007058839,587.7041561,15000,8.815562341,0.1,88.15562341
3662,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,10,1.919,11432,3881, V M,6,1.917 CA unk,0.203,1000,50000,50,273695,255.831,5,5.11662,4.239220447,828.5196961,15000,12.42779544,0.1,124.2779544
3664,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,12,2.122,14322,5289,   ,7,2.110 CA unk,0.254,1000,50000,50,273695,255.831,5,5.11662,5.322515134,1040.240458,15000,15.60360688,0.1,156.0360688
3654,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,2,1.254,273695,151668, V ,1,4-biphenylcarboxylic acid,4.849,1000,50000,50,273695,255.831,5,5.11662,,0,15000,0,0.1,0
3679,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,27,6.128,8800,1094,   ,18,5.934 CA unk,0.156,1000,50000,50,273695,255.831,5,5.11662,4.013482077,784.4010453,15000,11.76601568,0.1,117.6601568
3681,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,29,6.5,5317,594, V ,19,CBC,0.094,1000,50000,50,273695,255.831,5,5.11662,1.793396813,350.5042026,15000,5.257563039,0.1,52.57563039
3683,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,31,7.614,139620,13941,S  ,21,CBCA,2.473,1000,50000,50,273695,255.831,5,5.11662,97.03403284,18964.47906,15000,284.4671859,0.1,2844.671859
3670,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,18,2.977,29817,7960, V ,11,CBD,0.528,1000,50000,50,273695,255.831,5,5.11662,21.44932808,4192.089324,15000,62.88133986,0.1,628.8133986
3667,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,15,2.508,4035532,1304003, V ,8,CBDA,71.49,1000,50000,50,273695,255.831,5,5.11662,1767.757151,345493.1479,15000,5182.397219,0.1,51823.97219
3661,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,9,1.848,22626,9571,   ,5,CBDVA,0.401,1000,50000,50,273695,255.831,5,5.11662,8.445930012,1650.685416,15000,24.76028124,0.1,247.6028124
3669,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,17,2.801,15463,3972, V ,10,CBG,0.274,1000,50000,50,273695,255.831,5,5.11662,10.5717747,2066.163737,15000,30.99245606,0.1,309.9245606
3668,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,16,2.624,181461,54834, V ,9,CBGA,3.215,1000,50000,50,273695,255.831,5,5.11662,73.25370146,14316.8149,15000,214.7522235,0.1,2147.522235
3676,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,24,4.378,1437,271,   ,15,CBN?,0.025,1000,50000,50,273695,255.831,5,5.11662,0.405250271,79.20272964,15000,1.188040945,0.1,11.88040945
3678,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,26,5.331,3785,564,   ,16,delta-9-THC,0.067,1000,50000,50,273695,255.831,5,5.11662,2.73751076,535.0232693,15000,8.02534904,0.1,80.2534904
3682,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,30,6.857,178163,20049,SV ,20,THCA-A,3.156,1000,50000,50,273695,255.831,5,5.11662,79.77880561,15592.09119,15000,233.8813678,0.1,2338.813678
3674,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,22,3.99,6263,1073, V ,14,THCVA,0.111,1000,50000,50,273695,255.831,5,5.11662,2.444793554,477.8141731,15000,7.167212596,0.1,71.67212596
3653,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,1,1.178,7974,3895,   ,,,0.141,1000,50000,50,273695,255.831,5,5.11662,,0,15000,0,0.1,0
3655,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,3,1.382,14931,5314, V M,,,0.265,1000,50000,50,273695,255.831,5,5.11662,,0,15000,0,0.1,0
3656,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,4,1.417,8524,5560, V M,,,0.151,1000,50000,50,273695,255.831,5,5.11662,,0,15000,0,0.1,0
3658,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,6,1.599,30471,13847,   M,,,0.54,1000,50000,50,273695,255.831,5,5.11662,,0,15000,0,0.1,0
3659,AF-02 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,7,1.666,2548,1190, V M,,,0.045,1000,50000,50,273695,255.831,5,5.11662,,0,15000,0,0.1,0
