Line #,File Name,variety,plant_stage,treatment,stage_treatment,Peak#,Ret. Time,Area,Height,Mark,ID#,Name,Area%,Subsample Volume (uL),IS Added (ng),IS Conc in Subsample (ng/uL),IS Peak Area,IS Injected (ng),Inj Volume Nominal (uL),Inj Volume Actual (uL),Analyte Mass Injected (ng),Analyte Mass in Subsample (ng),Total Extract Volume (uL),Total Mass of Analyte in Extract (ug),Mass of Tissue Extracted (g),Analyte Concentration in Tissue (ug/g)
6286,HP-58 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,17,7.597,10133,844, V ,23,CBCA,1.073,1000,50000,50,532700,514.836,10,10.29672,7.384722566,717.1917432,15000,10.75787615,0.1,107.5787615
6283,HP-58 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,14,2.966,1346,334, V ,13,CBD,0.143,1000,50000,50,532700,514.836,10,10.29672,0.939311634,91.22435437,15000,1.368365316,0.1,13.68365316
6280,HP-58 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,11,2.505,301820,97056, V ,10,CBDA,31.967,1000,50000,50,532700,514.836,10,10.29672,120.9916493,11750.50398,15000,176.2575596,0.1,1762.575596
6275,HP-58 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,6,1.843,6448,2652,   ,7,CBDVA,0.683,1000,50000,50,532700,514.836,10,10.29672,2.377806181,230.9285074,15000,3.463927611,0.1,34.63927611
6282,HP-58 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,13,2.79,3998,702, V ,12,CBG,0.423,1000,50000,50,532700,514.836,10,10.29672,2.636404184,256.0431074,15000,3.84064661,0.1,38.4064661
6281,HP-58 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,12,2.62,8412,1840, V ,11,CBGA,0.891,1000,50000,50,532700,514.836,10,10.29672,3.198414898,310.6246356,15000,4.659369534,0.1,46.59369534
6277,HP-58 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,8,2.102,7911,2713, V ,6,probably not CBDV,0.838,1000,50000,50,532700,514.836,10,10.29672,4.950914206,480.824399,15000,7.212365985,0.1,72.12365985
6284,HP-58 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,15,3.557,35647,7541,   ,15,probably not THCV,3.776,1000,50000,50,532700,514.836,10,10.29672,25.29475625,2456.583868,15000,36.84875803,0.1,368.4875803
6285,HP-58 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,16,6.846,8924,1035,   ,22,THCA-A,0.945,1000,50000,50,532700,514.836,10,10.29672,4.069688306,395.2412328,15000,5.928618492,0.1,59.28618492
6273,HP-58 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,4,1.612,7077,2283,   ,,,0.75,1000,50000,50,532700,514.836,10,10.29672,,0,15000,0,0.1,0
6278,HP-58 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,9,2.28,3619,1012,   ,,,0.383,1000,50000,50,532700,514.836,10,10.29672,,0,15000,0,0.1,0
6279,HP-58 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,10,2.364,3187,949, V ,,,0.337,1000,50000,50,532700,514.836,10,10.29672,,0,15000,0,0.1,0
6288,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,2,1.38,5809,1882, V M,3,1.366 CA unk,0.438,1000,50000,50,526518,508.654,10,10.17308,2.139996977,210.3588074,15000,3.155382112,0.1,31.55382112
6290,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,4,1.49,5550,2448, V M,2,1.500 CA unk ,0.419,1000,50000,50,526518,508.654,10,10.17308,2.043678731,200.8908541,15000,3.013362812,0.1,30.13362812
6291,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,5,1.517,1117,1144, V M,4,1.515 CN unk,0.084,1000,50000,50,526518,508.654,10,10.17308,0.664358591,65.30555067,15000,0.97958326,0.1,9.7958326
6293,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,7,1.669,1662,947, V ,5,1.768 CA unk,0.125,1000,50000,50,526518,508.654,10,10.17308,0.604882668,59.45914783,15000,0.891887217,0.1,8.918872174
6295,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,9,1.966,4784,884, V ,8,1.917 CA unk,0.361,1000,50000,50,526518,508.654,10,10.17308,1.759078195,172.9150066,15000,2.593725099,0.1,25.93725099
6287,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,1,1.251,526518,285907,   ,1,4-biphenylcarboxylic acid,39.711,1000,50000,50,526518,508.654,10,10.17308,,0,15000,0,0.1,0
6307,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,21,6.287,1227,153,   ,21,CBC,0.093,1000,50000,50,526518,508.654,10,10.17308,0.414103618,40.70582537,15000,0.610587381,0.1,6.105873806
6309,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,23,7.594,14565,1443,   ,23,CBCA,1.099,1000,50000,50,526518,508.654,10,10.17308,10.54519388,1036.578291,15000,15.54867437,0.1,155.4867437
6302,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,16,2.969,3102,755, V ,13,CBD,0.234,1000,50000,50,526518,508.654,10,10.17308,2.182528297,214.5395786,15000,3.218093679,0.1,32.18093679
6299,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,13,2.503,591257,189367, V ,10,CBDA,44.594,1000,50000,50,526518,508.654,10,10.17308,242.533115,23840.67706,15000,357.610156,0.1,3576.10156
6294,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,8,1.842,18295,7539,   ,7,CBDVA,1.38,1000,50000,50,526518,508.654,10,10.17308,6.81517541,669.922522,15000,10.04883783,0.1,100.4883783
6301,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,15,2.788,3050,584, V ,12,CBG,0.23,1000,50000,50,526518,508.654,10,10.17308,1.996781963,196.2809654,15000,2.944214481,0.1,29.44214481
6300,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,14,2.616,25553,7252, V ,11,CBGA,1.927,1000,50000,50,526518,508.654,10,10.17308,9.928577083,975.9656941,15000,14.63948541,0.1,146.3948541
6296,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,10,2.102,10538,3673, V ,6,probably not CBDV,0.795,1000,50000,50,526518,508.654,10,10.17308,6.644310312,653.126714,15000,9.79690071,0.1,97.9690071
6303,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,17,3.556,55773,11734,   M,15,probably not THCV,4.207,1000,50000,50,526518,508.654,10,10.17308,39.81762683,3914.018845,15000,58.71028267,0.1,587.1028267
6308,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,22,6.841,14876,1732,   ,22,THCA-A,1.122,1000,50000,50,526518,508.654,10,10.17308,6.762916169,664.7855093,15000,9.971782639,0.1,99.71782639
6305,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,19,4.143,1155,240, V ,16,THCVA,0.087,1000,50000,50,526518,508.654,10,10.17308,0.441432454,43.39221296,15000,0.650883194,0.1,6.508831944
6289,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,3,1.415,2696,1448, V M,,,0.203,1000,50000,50,526518,508.654,10,10.17308,,0,15000,0,0.1,0
6292,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,6,1.607,6842,2235,   ,,,0.516,1000,50000,50,526518,508.654,10,10.17308,,0,15000,0,0.1,0
6297,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,11,2.277,1074,225,   ,,,0.081,1000,50000,50,526518,508.654,10,10.17308,,0,15000,0,0.1,0
6298,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,12,2.362,4213,1250, V ,,,0.318,1000,50000,50,526518,508.654,10,10.17308,,0,15000,0,0.1,0
6304,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,18,3.619,10024,4025, V M,,,0.756,1000,50000,50,526518,508.654,10,10.17308,,0,15000,0,0.1,0
6306,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,20,5.234,1684,265, V ,,,0.127,1000,50000,50,526518,508.654,10,10.17308,,0,15000,0,0.1,0
6310,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,24,10.33,1182,205, V ,,,0.089,1000,50000,50,526518,508.654,10,10.17308,,0,15000,0,0.1,0
6311,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,25,10.446,1719,332, V ,,,0.13,1000,50000,50,526518,508.654,10,10.17308,,0,15000,0,0.1,0
6312,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,26,10.553,3116,445, V ,,,0.235,1000,50000,50,526518,508.654,10,10.17308,,0,15000,0,0.1,0
6313,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,27,10.682,3329,416, V ,,,0.251,1000,50000,50,526518,508.654,10,10.17308,,0,15000,0,0.1,0
6314,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,28,12.215,2160,282, V ,,,0.163,1000,50000,50,526518,508.654,10,10.17308,,0,15000,0,0.1,0
6315,HP-59 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,29,12.267,2991,353, V ,,,0.226,1000,50000,50,526518,508.654,10,10.17308,,0,15000,0,0.1,0
6317,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,2,1.506,5215,2221,   ,4,1.515 CN unk,0.613,1000,50000,50,517583,499.719,10,9.99438,3.228515865,323.0331311,15000,4.845496967,0.1,48.45496967
6319,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,4,1.663,1206,611, V M,5,1.768 CA unk,0.142,1000,50000,50,517583,499.719,10,9.99438,0.437558754,43.78048,15000,0.6567072,0.1,6.567072
6321,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,6,1.964,3084,770, V ,8,1.917 CA unk,0.362,1000,50000,50,517583,499.719,10,9.99438,1.129168564,112.9803513,15000,1.69470527,0.1,16.9470527
6316,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,1,1.248,517583,293661,   ,1,4-biphenylcarboxylic acid,60.827,1000,50000,50,517583,499.719,10,9.99438,,0,15000,0,0.1,0
6332,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,17,6.08,1164,127,   ,20,5.934 CA unk,0.137,1000,50000,50,517583,499.719,10,9.99438,0.537465593,53.77678184,15000,0.806651728,0.1,8.066517277
6334,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,19,7.597,9050,917,   ,23,CBCA,1.064,1000,50000,50,517583,499.719,10,9.99438,6.608961774,661.2678099,15000,9.919017148,0.1,99.19017148
6329,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,14,2.96,1154,262, V ,13,CBD,0.136,1000,50000,50,517583,499.719,10,9.99438,0.804109931,80.45620948,15000,1.206843142,0.1,12.06843142
6326,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,11,2.502,203606,65769, V ,10,CBDA,23.928,1000,50000,50,517583,499.719,10,9.99438,80.52879666,8057.407929,15000,120.8611189,0.1,1208.611189
6320,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,5,1.841,8642,3433,   ,7,CBDVA,1.016,1000,50000,50,517583,499.719,10,9.99438,3.195945909,319.7743041,15000,4.796614561,0.1,47.96614561
6328,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,13,2.79,3990,957, V ,12,CBG,0.469,1000,50000,50,517583,499.719,10,9.99438,2.630988029,263.2467475,15000,3.948701213,0.1,39.48701213
6327,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,12,2.615,12594,3099, V ,11,CBGA,1.48,1000,50000,50,517583,499.719,10,9.99438,4.826328527,482.9042449,15000,7.243563673,0.1,72.43563673
6322,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,7,2.098,6468,2150, V ,6,probably not CBDV,0.76,1000,50000,50,517583,499.719,10,9.99438,4.026707017,402.8971299,15000,6.043456949,0.1,60.43456949
6330,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,15,3.558,38737,8094,   ,15,probably not THCV,4.552,1000,50000,50,517583,499.719,10,9.99438,27.5184835,2753.395759,15000,41.30093638,0.1,413.0093638
6333,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,18,6.853,5768,714,   ,22,THCA-A,0.678,1000,50000,50,517583,499.719,10,9.99438,2.637442485,263.8925561,15000,3.958388342,0.1,39.58388342
6318,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,3,1.605,4233,1406,   M,,,0.497,1000,50000,50,517583,499.719,10,9.99438,,0,15000,0,0.1,0
6323,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,8,2.232,690,334,   M,,,0.081,1000,50000,50,517583,499.719,10,9.99438,,0,15000,0,0.1,0
6324,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,9,2.275,3646,1220, V M,,,0.428,1000,50000,50,517583,499.719,10,9.99438,,0,15000,0,0.1,0
6325,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,10,2.362,2512,763, V ,,,0.295,1000,50000,50,517583,499.719,10,9.99438,,0,15000,0,0.1,0
6331,HP-60 undiluted + 50ug IS 10uL run 1-22-26.lcd,henola,post,infested,post_infested,16,3.625,21566,6378, V ,,,2.535,1000,50000,50,517583,499.719,10,9.99438,,0,15000,0,0.1,0
3245,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,4,1.499,17599,6846,   ,2,1.500 CA unk ,0.72,1000,50000,50,541431,523.567,10,10.47134,6.553438449,625.8452546,15000,9.38767882,0.1,93.8767882
3248,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,7,1.736,2616,1285,   ,4,1.768 CA unk,0.107,1000,50000,50,541431,523.567,10,10.47134,0.956288264,91.32434469,15000,1.36986517,0.1,13.6986517
3242,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,1,1.254,541431,297823,S  ,1,4-biphenylcarboxylic acid,22.157,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3263,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,22,6.059,1043,127, V ,17,5.934 CA unk,0.043,1000,50000,50,541431,523.567,10,10.47134,0.481917585,46.02253249,15000,0.690337987,0.1,6.903379873
3267,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,26,7.64,56888,5320,SV ,20,CBCA,2.328,1000,50000,50,541431,523.567,10,10.47134,40.18415049,3837.536599,15000,57.56304898,0.1,575.6304898
3257,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,16,2.972,4414,1084, V ,10,CBD,0.181,1000,50000,50,541431,523.567,10,10.47134,3.116389164,297.6113052,15000,4.464169578,0.1,44.64169578
3254,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,13,2.51,1501893,476788, V ,7,CBDA,61.463,1000,50000,50,541431,523.567,10,10.47134,636.0335821,60740.41929,15000,911.1062894,0.1,9111.062894
3249,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,8,1.848,25307,9355,   ,5,CBDVA,1.036,1000,50000,50,541431,523.567,10,10.47134,9.45697192,903.1291048,15000,13.54693657,0.1,135.4693657
3256,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,15,2.797,8867,2139, V ,9,CBG,0.363,1000,50000,50,541431,523.567,10,10.47134,5.972860155,570.4007467,15000,8.556011201,0.1,85.56011201
3255,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,14,2.624,72177,22162, V ,8,CBGA,2.954,1000,50000,50,541431,523.567,10,10.47134,28.6178896,2732.97301,15000,40.99459516,0.1,409.9459516
3261,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,20,4.396,1472,198,   ,14,CBN?,0.06,1000,50000,50,541431,523.567,10,10.47134,0.41528353,39.65906272,15000,0.594885941,0.1,5.948859408
3251,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,10,2.105,6697,2318, V ,6,probably not CBDV,0.274,1000,50000,50,541431,523.567,10,10.47134,4.173046141,398.5207377,15000,5.977811065,0.1,59.77811065
3265,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,24,6.872,48188,5283, V ,19,THCA-A,1.972,1000,50000,50,541431,523.567,10,10.47134,21.75068678,2077.163647,15000,31.1574547,0.1,311.574547
3260,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,19,3.873,7159,1378, V ,13,THCVA,0.293,1000,50000,50,541431,523.567,10,10.47134,2.799226346,267.3226488,15000,4.009839732,0.1,40.09839732
3243,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,2,1.388,3023,1713,T  M,,,0.124,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3244,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,3,1.421,1014,770,TV M,,,0.041,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3246,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,5,1.61,19283,6296,   M,,,0.789,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3247,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,6,1.661,1392,1054, V M,,,0.057,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3250,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,9,1.973,6458,1718, V ,,,0.264,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3252,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,11,2.283,8245,2506,   ,,,0.337,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3253,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,12,2.368,10418,3183, V ,,,0.426,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3258,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,17,3.573,6351,1670,   ,,,0.26,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3259,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,18,3.635,9367,2057, V ,,,0.383,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3262,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,21,5.244,2558,289, V ,,,0.105,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3264,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,23,6.127,2106,304, V ,,,0.086,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3266,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,25,7.054,6245,917, V ,,,0.256,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3268,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,27,10.69,53401,2895, V ,,,2.185,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3269,HV-41 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,28,12.295,17964,1036,   ,,,0.735,1000,50000,50,541431,523.567,10,10.47134,,0,15000,0,0.1,0
3272,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,3,1.496,10897,4266,   ,2,1.500 CA unk ,0.578,1000,50000,50,535361,517.497,10,10.34994,4.038953268,390.239293,15000,5.853589395,0.1,58.53589395
3275,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,6,1.735,1081,671,   ,4,1.768 CA unk,0.057,1000,50000,50,535361,517.497,10,10.34994,0.391790412,37.85436549,15000,0.567815482,0.1,5.678154824
3270,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,1,1.253,535361,292856,S  ,1,4-biphenylcarboxylic acid,28.378,1000,50000,50,535361,517.497,10,10.34994,,0,15000,0,0.1,0
3293,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,24,6.05,2591,245, V ,17,5.934 CA unk,0.137,1000,50000,50,535361,517.497,10,10.34994,1.190543482,115.0290226,15000,1.725435339,0.1,17.25435339
3295,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,26,6.511,1778,210, V ,18,CBC,0.094,1000,50000,50,535361,517.497,10,10.34994,0.599973107,57.96875216,15000,0.869531282,0.1,8.695312824
3297,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,28,7.647,24951,2485, V ,20,CBCA,1.323,1000,50000,50,535361,517.497,10,10.34994,17.8896014,1728.473924,15000,25.92710886,0.1,259.2710886
3284,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,15,2.974,2766,613, V ,10,CBD,0.147,1000,50000,50,535361,517.497,10,10.34994,1.943937632,187.8211498,15000,2.817317248,0.1,28.17317248
3281,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,12,2.51,964988,308470, V ,7,CBDA,51.151,1000,50000,50,535361,517.497,10,10.34994,402.5247252,38891.50325,15000,583.3725488,0.1,5833.725488
3276,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,7,1.847,128617,53583,   ,5,CBDVA,6.818,1000,50000,50,535361,517.497,10,10.34994,48.82683453,4717.595902,15000,70.76393853,0.1,707.6393853
3283,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,14,2.793,4502,979, V ,9,CBG,0.239,1000,50000,50,535361,517.497,10,10.34994,2.978183254,287.7488424,15000,4.316232636,0.1,43.16232636
3282,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,13,2.624,35174,10116, V ,8,CBGA,1.864,1000,50000,50,535361,517.497,10,10.34994,13.75222862,1328.725444,15000,19.93088166,0.1,199.3088166
3291,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,22,4.396,4609,767,   ,14,CBN?,0.244,1000,50000,50,535361,517.497,10,10.34994,1.324718183,127.992837,15000,1.919892555,0.1,19.19892555
3285,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,16,3.153,1021,175,   ,11,CBNA?,0.054,1000,50000,50,535361,517.497,10,10.34994,0.389617597,37.64443053,15000,0.564666458,0.1,5.64666458
3292,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,23,5.348,1245,239, V ,15,delta-9-THC,0.066,1000,50000,50,535361,517.497,10,10.34994,0.889107517,85.90460592,15000,1.288569089,0.1,12.88569089
3278,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,9,2.104,6493,2547,   ,6,probably not CBDV,0.344,1000,50000,50,535361,517.497,10,10.34994,4.042676439,390.5990217,15000,5.858985325,0.1,58.58985325
3296,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,27,6.869,28770,3206,   ,19,THCA-A,1.525,1000,50000,50,535361,517.497,10,10.34994,13.02687749,1258.642802,15000,18.87964203,0.1,188.7964203
3290,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,21,3.977,4777,1007, V ,13,THCVA,0.253,1000,50000,50,535361,517.497,10,10.34994,1.858423471,179.5588642,15000,2.693382963,0.1,26.93382963
3271,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,2,1.385,2961,1188,T  ,,,0.157,1000,50000,50,535361,517.497,10,10.34994,,0,15000,0,0.1,0
3273,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,4,1.61,13483,4372,   ,,,0.715,1000,50000,50,535361,517.497,10,10.34994,,0,15000,0,0.1,0
3274,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,5,1.67,2345,1352, V ,,,0.124,1000,50000,50,535361,517.497,10,10.34994,,0,15000,0,0.1,0
3277,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,8,1.969,4689,1316, V ,,,0.249,1000,50000,50,535361,517.497,10,10.34994,,0,15000,0,0.1,0
3279,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,10,2.283,11566,3545,   ,,,0.613,1000,50000,50,535361,517.497,10,10.34994,,0,15000,0,0.1,0
3280,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,11,2.368,9588,3008, V ,,,0.508,1000,50000,50,535361,517.497,10,10.34994,,0,15000,0,0.1,0
3286,HV-42 undiluted + 50ug IS 10uL run 1-17-57.lcd,henola,veg,aphidfree,veg_aphidfree,17,3.563,31624,6628,   M,,,1.676,1000,50000,50,535361,517.497,10,10.34994,,0,15000,0,0.1,0
